id,name,artist(s),popularity,liked,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1cfVkL84XmRON3Gl9jDXKI,Into You - 3LAU Remix,"['Ariana Grande', '3LAU']",51,1,0.616,0.796,9,-5.603,1,0.135,0.0175,0.00302,0.184,0.247,126.079,197147,3
6F3rgQfSns1slUnMfHXjOA,Sweet Memories,"['CID', 'Kaskade']",59,1,0.624,0.923,9,-5.449,0,0.0335,0.0268,0.000228,0.0509,0.402,124.994,157452,4
591nHHHzZl1NLt9PMKpinM,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,"['Avicii', 'Nicky Romero']",58,1,0.511,0.807,6,-3.699,0,0.0374,0.328,0.000146,0.316,0.586,127.929,208320,4
4IazOWzgfLB8MR5VIY368A,Cinema (feat. Gary Go) - Radio Edit,"['Benny Benassi', 'Gary Go']",48,1,0.48,0.825,2,-2.549,1,0.0582,0.0645,0.0,0.263,0.369,129.9,182973,4
6ZwGRIhvXGv4dvJ7QmqEk5,Wish You Were Mine - Radio Edit,['Philip George'],0,1,0.656,0.831,7,-4.166,0,0.0295,0.0129,0.0767,0.102,0.376,122.999,177561,4
1Rl40PsX4mh9xVOeGHq86B,Savage (feat. Flux Pavilion & MAX),"['Whethan', 'Flux Pavilion', 'MAX']",52,1,0.679,0.662,7,-5.861,1,0.0773,0.151,0.0,0.376,0.365,90.054,205333,4
4yhaE4g4dZRp4xOUgid9cr,Sorry Somehow,['Hüsker Dü'],34,1,0.388,0.831,9,-11.729,0,0.0424,0.00115,0.162,0.234,0.412,151.995,269067,4
2LXPIpt45CJ2dorhMNCE0F,Eight Miles High,['Hüsker Dü'],38,1,0.183,0.938,7,-11.314,1,0.0681,6.27e-05,1.83e-06,0.326,0.184,160.257,236093,4
4tPFEWRuNQhibDQSGB2PVE,Don't Want To Know If You Are Lonely,['Hüsker Dü'],51,1,0.305,0.965,0,-5.926,1,0.0809,0.00128,0.00124,0.317,0.644,90.81,210867,4
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,['Travis Scott'],84,1,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4
1kxeWHF9PrCVZHvVskv8lg,Love Lockdown,['Kanye West'],64,1,0.756,0.529,1,-7.659,0,0.0329,0.0539,0.392,0.112,0.123,119.573,270307,4
1j6kDJttn6wbVyMaM42Nxm,Lord Pretty Flacko Jodye 2 (LPFJ2),['A$AP Rocky'],65,1,0.489,0.718,6,-5.989,1,0.11,0.0122,0.0,0.0546,0.0568,207.986,126960,4
4S7YHmlWwfwArgd8LfSPud,L$D,['A$AP Rocky'],70,1,0.598,0.252,2,-15.086,1,0.0647,0.193,0.138,0.0992,0.0352,120.06,238307,4
6e4uygu304YYNYAeISlPgO,Pretty Mami,['Lil Uzi Vert'],50,1,0.697,0.531,10,-5.527,0,0.0402,0.409,0.0,0.142,0.621,139.972,264124,4
3BUWNzPWz2mDbptZmGEXpB,Let It All Work Out,['Lil Wayne'],59,1,0.552,0.562,11,-6.862,1,0.164,0.0216,0.0,0.302,0.439,135.014,316192,4
68lOQPb5tX8U2cQRuas0L2,Used 2,['Lil Wayne'],56,1,0.678,0.666,5,-6.949,1,0.487,0.337,0.0,0.115,0.523,87.634,240199,4
4E3qImtJzRqLt8ZZyLceOE,Perfect Strangers,['Lil Wayne'],54,1,0.746,0.644,7,-2.605,1,0.232,0.4,0.0,0.095,0.542,146.178,249751,4
3JX0dOCIAiaR8MP3ryXWuM,What About Me (feat. Sosamann),"['Lil Wayne', 'Sosamann']",60,1,0.784,0.44,10,-6.566,1,0.0401,0.0263,1.9e-06,0.122,0.22,118.089,216961,4
0CBQ0m3mufWH75LTYB3s6h,Let It Fly (feat. Travis Scott),"['Lil Wayne', 'Travis Scott']",63,1,0.902,0.819,1,-3.321,1,0.317,0.0414,0.0,0.106,0.746,89.0,186872,4
5BQrp63SHCVf4bzCzJePne,Don't Cry (feat. XXXTENTACION),"['Lil Wayne', 'XXXTENTACION']",66,1,0.585,0.709,8,-6.072,1,0.319,0.409,0.0,0.183,0.21,111.913,249450,4
2j1zYaCXkvrMjz7JCvccJi,No Less,"['SG Lewis', 'Louis Mattrs']",47,1,0.525,0.278,11,-13.614,0,0.123,0.255,1.57e-06,0.64,0.166,91.809,243710,4
3nAeCnfPmQtUaLkcJ4Y48q,Warm,['SG Lewis'],46,1,0.441,0.476,11,-13.951,0,0.122,0.513,0.382,0.104,0.16,96.919,286206,4
1RKytJX5Lpe8yJm1Jx7XU5,Yours,['SG Lewis'],51,1,0.68,0.241,6,-11.448,0,0.247,0.549,2.54e-05,0.222,0.211,127.908,230540,4
6qeJuM5tkkGuRgyGV0B0RE,Tidal Wave - Lucius Remix,"['Portugal. The Man', 'Lucius']",27,1,0.447,0.526,0,-7.849,0,0.1,0.242,0.000151,0.54,0.472,79.528,237943,4
4bHrZLxaOU1gfAz0rZAnCx,Worst Comes To Worst,['Dilated Peoples'],47,1,0.801,0.732,8,-7.211,0,0.359,0.273,0.0,0.49,0.832,92.044,216000,4
0dbTQYW3Ad1FTzIA9t90E8,Mona Lisa (feat. Kendrick Lamar),"['Lil Wayne', 'Kendrick Lamar']",70,1,0.855,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.49,122.078,324189,4
3zvHOVC4jikl6jORSr6OLE,Heads Will Roll,['Yeah Yeah Yeahs'],11,1,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000,4
4hg8D0wW7CXEUsc0fl9vnN,Bottom Of The Deep Blue Sea,['MISSIO'],43,1,0.574,0.746,4,-4.782,1,0.0302,0.0211,0.000136,0.108,0.261,133.032,231593,4
5KjhPb0e8IK62HzFXrK2US,SLOW DANCING IN THE DARK,['Joji'],0,1,0.504,0.476,3,-7.469,1,0.0264,0.605,0.00555,0.191,0.309,89.008,209274,4
61oqzUM14vEnW5pV9f3qOc,Come Inside (Kaytranada Edit),"['Lou Phelps', 'KAYTRANADA', 'Jazz Cartier']",45,1,0.673,0.663,5,-7.159,0,0.363,0.0776,0.0,0.186,0.373,107.79,266599,4
3n3LOZwehbW5YNTOaujHTH,"Timberlan'd Up (feat. Royce Da 5'9"")","['Apollo Brown', 'Joell Ortiz', 'Royce Da 5\'9""']",0,1,0.657,0.844,1,-6.668,1,0.318,0.0504,0.0,0.345,0.759,79.906,209367,4
4ZKdOIwPmzrRkAmDS45nVz,My Soul is Falling,['Keys N Krates'],0,1,0.793,0.712,2,-8.437,0,0.0627,0.219,0.0109,0.0899,0.483,122.953,179660,4
5SLhbyOJgcKGTDNWaQN91M,Everybody Dies,['Logic'],48,1,0.574,0.926,9,-3.935,0,0.207,0.138,2.59e-06,0.38,0.835,94.279,250267,4
4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),"['6LACK', 'J. Cole']",74,1,0.611,0.466,9,-11.361,1,0.372,0.711,0.000264,0.0847,0.223,192.08,240342,4
4yl1IpHPuXUV2MjxXy6hZn,Wires,['Red Fang'],49,1,0.172,0.904,11,-4.831,1,0.0586,5.37e-05,0.229,0.267,0.302,135.149,343307,4
5WhHdNu7A0fm30e9VmaA8U,California Über Alles,['Dead Kennedys'],36,1,0.345,0.925,8,-3.715,1,0.132,0.561,0.00106,0.0396,0.595,102.242,183733,4
1oXY7u5mysDrRg89OAhxN8,18 Candles,['The Sessions'],31,1,0.419,0.84,11,-3.98,1,0.0425,0.00202,0.0,0.109,0.492,131.957,274680,4
307wdnyFVlUJSWMtX5IMVl,Polka,['Yves Klein Blue'],24,1,0.514,0.823,9,-7.239,1,0.0643,0.0161,0.0,0.086,0.776,105.725,251480,4
0fgRS5QFFv3kTsQl5R8ElS,Toothpick,['Biting Elbows'],35,1,0.448,0.722,11,-4.712,0,0.0357,0.000218,0.0,0.165,0.368,169.973,190680,4
5o3DSHw1ORhM3lWxqGRvEf,All Blues,['Miles Davis'],47,1,0.508,0.149,0,-18.305,1,0.0313,0.771,0.00474,0.115,0.365,139.444,692747,3
2x91iJc0UkFcjRMEZ2CoWB,Freddie Freeloader,['Miles Davis'],49,1,0.638,0.186,8,-15.831,1,0.0347,0.703,0.00103,0.118,0.498,128.372,586400,4
5vb7At47uO0yPGfmYnAHuw,'Round Midnight,['Miles Davis'],50,1,0.495,0.182,10,-11.116,0,0.0467,0.79,0.000368,0.129,0.203,112.89,355333,4
22CIOfLZB9z8He7WgHYAgH,Two Tickets to Paradise,['Eddie Money'],60,1,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093,4
6iwkQs6nzwXmdgPH9vnIr9,Something Good Can Work (The Twelves Remix),"['Two Door Cinema Club', 'THE TWELVES']",0,1,0.662,0.904,2,-6.055,0,0.0359,0.00789,0.413,0.0525,0.591,119.936,249280,4
60SdxE8apGAxMiRrpbmLY0,Lucky You (feat. Joyner Lucas),"['Eminem', 'Joyner Lucas']",78,1,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4
75E17iK1Hb07UIod7qNXYx,Run It Back (Freestyle),['Kirk Knight'],34,1,0.617,0.783,0,-5.519,0,0.275,0.0865,0.0,0.164,0.158,147.023,159914,4
05m4PsNFU52bDeIJmqHDYt,Party Starter,"['Flux Pavilion', 'Eliminate']",51,1,0.55,0.824,10,-4.018,1,0.0503,0.0206,0.708,0.112,0.295,150.049,252231,4
6Bq1rq7WMV7lghjiSxTtro,Nothing Left (feat. Deb Never & Shlohmo),"['D33J', 'Deb Never', 'Shlohmo']",22,1,0.838,0.361,9,-7.607,1,0.0403,0.0398,1.46e-05,0.112,0.0397,110.024,209455,4
4ya6kBUnCe27g0hZM57L1n,"Four Out Of Five - Recorded at Electric Lady Studios, New York",['Arctic Monkeys'],44,1,0.528,0.694,9,-7.956,0,0.0473,0.0334,0.0,0.324,0.783,130.006,274969,4
2QhURnm7mQDxBb5jWkbDug,Don't Panic,['Coldplay'],60,1,0.602,0.612,0,-8.409,1,0.0335,0.206,0.00616,0.107,0.453,122.062,136867,4
3cNQr1CoiXnJoGg6wiMik1,Comedown,['Bush'],2,1,0.465,0.811,11,-5.008,0,0.0579,5.76e-05,0.00028,0.124,0.358,139.645,326667,4
6mcxQ1Y3uQRU0IHsvdNLH1,Where Is My Mind?,['Pixies'],70,1,0.523,0.442,4,-14.121,1,0.0347,0.0189,0.000494,0.0784,0.277,81.083,236973,4
2mKY3LWyyLYgz3aFsHQk83,Tales Of Brave Ulysses,['Cream'],50,1,0.523,0.411,0,-13.371,0,0.075,0.0637,1.28e-06,0.047,0.277,105.659,166360,4
5oeOWXjH8NZFOWP0SpSXqV,Chamber Of Reflection,['Mac DeMarco'],48,1,0.539,0.555,11,-8.659,1,0.0714,0.28,0.918,0.1,0.535,131.213,231720,4
2m7wrFSLRR3X50azEX1DWk,Teakwood Betz,['Perpetual Groove'],38,1,0.412,0.66,11,-11.431,0,0.0467,0.493,0.806,0.13,0.73,166.098,453613,4
4zpql89tpykmDxjjeG9rlA,Yo,['Injury Reserve'],44,1,0.596,0.649,9,-8.158,1,0.345,0.0126,0.0,0.18,0.475,90.625,185680,4
5h27GYpKZWWhFov8fOunF6,What Went Down,['Foals'],57,1,0.231,0.919,2,-6.182,0,0.0728,0.00314,0.00451,0.0643,0.131,146.944,300720,4
0nHV2PFo3cSocA0Bk1ebIH,Guadamecí,['Vicente Amigo'],39,1,0.458,0.793,11,-7.23,1,0.0348,0.711,0.783,0.0829,0.779,121.159,414827,3
6NcHJ23mLQKnVxQcOmT7JW,Someday - Remastered,['Sugar Ray'],59,1,0.743,0.67,1,-4.547,0,0.0293,0.0108,0.0702,0.22,0.934,110.832,243333,4
6jKVU3e0gnQLj3iifJBvVN,Loyal,['ODESZA'],53,1,0.497,0.925,2,-4.489,1,0.0745,0.00523,0.781,0.222,0.262,139.961,207827,4
7aKWgpecgLEqisWcXPElDl,Never There,['Cake'],57,1,0.761,0.735,9,-8.171,0,0.043,0.0426,0.0838,0.0917,0.592,125.815,164267,4
4VSx1GPAmsr8ZnHcOVa4R1,Alelda,['Nýdönsk'],19,1,0.667,0.726,9,-6.625,1,0.0249,0.272,0.000339,0.104,0.513,131.497,225744,4
3sTN90bIP2cJ1783ctHykO,Love$ick (feat. A$AP Rocky),"['Mura Masa', 'A$AP Rocky']",70,1,0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,192160,4
7jZHUhAmW5oq1cq6s8IxmK,Sun Models (feat. Madelyn Grant),"['ODESZA', 'Madelyn Grant']",64,1,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,160000,4
0WNGPpmWqzPnk0psUhJ3SX,All the Young Dudes,['Mott The Hoople'],62,1,0.429,0.668,4,-7.539,0,0.044,0.208,0.0,0.538,0.398,77.737,211067,4
4o0NjemqhmsYLIMwlcosvW,The Funeral,['Band of Horses'],13,1,0.316,0.769,0,-5.283,0,0.0422,0.0142,0.0,0.0928,0.127,122.507,321147,4
1YirIbC1vGEkaQiBrJqY0G,Healing Hands,['Citizen Cope'],34,1,0.745,0.83,0,-6.558,1,0.0471,0.11,1.92e-05,0.0378,0.711,148.164,328725,4
3MzoQ2SMy6Ez0VfNqFNWD4,Supernatural Thing,['Ben E. King'],17,1,0.777,0.605,10,-9.251,0,0.0682,0.308,0.0371,0.0669,0.871,94.808,204267,4
3nATeGcFdtkhpUrRvgr667,Easier,['Mansionair'],9,1,0.449,0.511,1,-5.995,1,0.0419,0.198,0.00946,0.0759,0.221,116.286,272600,4
0i5QVxsK3IvEDbUjTA64Li,Silver Lining,['Mt. Joy'],62,1,0.541,0.616,0,-6.53,1,0.028,0.00114,1.09e-06,0.151,0.203,144.218,198600,4
1yBkgqFoIqX3BqDYEjxg3L,Singing In My Sleep,['Semisonic'],0,1,0.452,0.952,4,-5.467,1,0.0443,0.0062,8.94e-05,0.384,0.416,135.961,270467,4
5blIzPTIaEfCfBgYsFBsHl,Secret Smile,['Semisonic'],1,1,0.552,0.505,10,-9.694,0,0.0276,0.276,0.000145,0.0844,0.544,98.993,277800,4
087OBLtoeS3Q6j0k6tMNAI,Closing Time,['Semisonic'],13,1,0.486,0.867,7,-5.483,1,0.0295,0.0237,1.66e-06,0.155,0.281,92.757,273533,4
0MIjRoi76M0z8CTDwDbGW3,Twenty Ten,['JNYR'],35,1,0.698,0.41,6,-10.615,1,0.0429,0.137,0.085,0.103,0.13,135.006,213256,4
7mqC9tYcwAIQoDYHrjXFYe,Wait On Me,['Gemaine'],0,1,0.396,0.531,1,-5.876,1,0.199,0.159,1.61e-06,0.137,0.293,83.124,236000,3
1Ss5yg4lv748iM9x7Ia1q7,Me so' 'mbriacato,['Mannarino'],42,1,0.526,0.534,9,-8.18,1,0.116,0.412,0.0,0.105,0.768,174.126,207933,4
2Mc9QoOPjazmN9QuBNacsq,Ubriaco canta amore,['Bandabardò'],12,1,0.798,0.897,7,-7.879,1,0.0424,0.708,0.00832,0.0837,0.796,103.04,213493,4
7e0hkRyYTGVrpoHONjUnuY,"Brucia la terra (from ""il Padrino III"")",['Avion Travel'],22,1,0.53,0.563,9,-8.392,0,0.0406,0.842,0.0015,0.128,0.213,125.024,183347,4
6zG6TbfzPDK2xRgS6MvH7J,Sentimento,['Avion Travel'],27,1,0.584,0.396,0,-9.763,1,0.0286,0.283,0.0,0.123,0.292,91.861,239493,4
2hcdcc7XFc2kgJQvtcf1sE,La traeittorie delle mongolfiere,['Gianmaria Testa'],29,1,0.452,0.328,8,-15.242,1,0.0598,0.698,0.0101,0.191,0.267,89.791,287413,4
4JhVT1nbnp9eyIU70mUqot,Samarcanda - 1997 Digital Remaster,['Roberto Vecchioni'],43,1,0.316,0.727,9,-7.345,1,0.0582,0.431,4.08e-05,0.107,0.481,93.168,261373,4
79g5dcc87vtTw5RkwkDs4L,Guarda che luna,['Fred Buscaglione'],30,1,0.643,0.225,4,-11.205,0,0.0386,0.923,2.76e-05,0.0659,0.55,111.763,144853,1
0uLNt9V8XTHreZzSo2qJGw,Si è spento il sole,['Vinicio Capossela'],42,1,0.682,0.566,3,-6.93,1,0.0321,0.454,2.77e-06,0.139,0.742,124.793,144360,4
2fekQJdvz6l92UxVVyeu2m,Con una rosa,['Vinicio Capossela'],38,1,0.376,0.326,7,-9.613,1,0.0381,0.623,0.00165,0.117,0.605,137.148,320920,4
2eqKaF9zznD2WWrgAeoq8n,Ovunque proteggi,['Vinicio Capossela'],42,1,0.642,0.327,5,-11.728,0,0.0349,0.764,0.00255,0.119,0.37,107.11,375000,4
6oC8FuowgLT4ZSlXECLCNX,Il ballo di San Vito,['Vinicio Capossela'],44,1,0.564,0.704,2,-7.754,1,0.0355,0.0371,1.11e-06,0.227,0.572,81.97,203573,4
6fyCePWKYakcaZr3homooj,Che Cossé l'Amor,['Vinicio Capossela'],2,1,0.624,0.399,0,-14.762,1,0.0877,0.761,1.81e-05,0.308,0.753,170.239,256640,4
51FpzuGkRYXFgsE2zXt9av,When a Man Loves a Woman,['Percy Sledge'],63,1,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.206,97.398,173867,3
2dlEdDEmuQsrcXaAL3Znzi,You Make My Dreams,['Daryl Hall & John Oates'],59,1,0.737,0.569,5,-6.702,1,0.0553,0.261,0.311,0.046,0.912,167.196,190707,4
0WVTQp3SOCuMr08jh1jweV,Bring It On Home to Me,['Sam Cooke'],67,1,0.523,0.402,0,-8.233,1,0.0305,0.778,0.0,0.432,0.675,70.863,162533,4
2ajUl8lBLAXOXNpG4NEPMz,Sway,['Michael Bublé'],59,1,0.703,0.653,2,-5.529,0,0.032,0.747,0.0,0.0838,0.751,125.958,188000,4
751bsmv3KNPrytbCUdzQJN,Via con me,['Paolo Conte'],48,1,0.669,0.425,5,-18.404,1,0.14,0.799,0.0111,0.152,0.7,165.314,166507,4
0WkJWnMCumm1fnFscdY7Rw,Michigan,['The Milk Carton Kids'],56,1,0.554,0.235,10,-14.609,1,0.0342,0.89,0.00328,0.114,0.232,121.836,330772,4
4Zls4nFdhCUxQ9YQOMjf6d,Secrets Of The Stars,['The Milk Carton Kids'],47,1,0.591,0.128,11,-15.184,0,0.0391,0.913,0.0,0.108,0.377,95.252,164479,4
556l9P7WVZVyYUBjT1YFTT,When I'm Down,"['Whethan', 'Oliver Tree']",67,1,0.827,0.769,7,-4.058,1,0.126,0.209,9.54e-05,0.091,0.491,93.986,164681,4
07CQ0ux2CwbaVN05sfG1zN,Sleepy Eyes,"['Elohim', 'Whethan']",60,1,0.608,0.736,6,-6.7,1,0.165,0.051,0.0,0.215,0.489,97.038,202887,4
3dD9yyYTQ73SZvyOygyKva,High (& Dua Lipa),"['Whethan', 'Dua Lipa']",63,1,0.708,0.552,10,-5.552,0,0.21,0.0922,0.0,0.0541,0.686,147.834,196707,4
36fRbuu9QkKVDR1j7jTI2U,Good Nights (feat. Mascolo),"['Whethan', 'Mascolo']",52,1,0.849,0.483,6,-7.114,0,0.291,0.443,0.000141,0.0786,0.282,101.015,165618,4
7clyJIrLkEbXUDwj1tC9zz,Blood // Water,['grandson'],67,1,0.504,0.891,6,-5.632,0,0.137,0.00163,0.00199,0.148,0.628,153.988,214520,4
3DAQWIPCCpmPDrb02wFrxb,Grave Digger,['Matt Maeson'],51,1,0.629,0.492,6,-7.7,0,0.0968,0.049,0.0,0.107,0.426,139.417,238000,4
6gGBL1uMBcNUOzSYfKreID,Had Some Drinks,['Two Feet'],63,1,0.825,0.304,5,-11.597,1,0.101,0.14,0.000498,0.147,0.3,84.927,140973,4
6MiVIH3fQlmz44jGx2DXn4,Love Is a Bitch,['Two Feet'],68,1,0.532,0.178,9,-9.754,0,0.0541,0.614,0.14,0.0985,0.103,149.879,181467,3
42zJqS8TW1Lpsa186of3OY,I Feel Like I'm Drowning,['Two Feet'],9,1,0.715,0.564,8,-5.56,1,0.0456,0.676,0.0072,0.0854,0.213,104.923,186267,3
4NZrZgrRoR4GwR7flWOXRI,Go Fuck Yourself,['Two Feet'],75,1,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600,4
0gHtU7JcEPNuu5WkWijgig,So Strong,"['Stephen Marley', 'Shaggy']",43,1,0.748,0.7,8,-5.378,1,0.161,0.184,0.0,0.311,0.786,102.005,198251,4
2PeRJj9lTSq7Eb3UHXLFK8,Rock Stone,"['Stephen Marley', 'Capleton', 'Sizzla']",51,1,0.77,0.788,11,-5.489,0,0.278,0.231,0.000204,0.197,0.591,82.029,277653,4
2EDRUNdur7CGV2W2mwIRoS,Feeling Alright,['Rebelution'],59,1,0.836,0.584,7,-8.219,1,0.0793,0.0387,0.0,0.102,0.68,134.204,266400,4
5GQaLen4w5m5YiJmzYfegN,Safe and Sound,['Rebelution'],57,1,0.827,0.587,8,-8.189,0,0.0604,0.00545,0.0,0.055,0.539,77.688,229493,4
49eUBjthIddvg3Ani6VMbS,Straight Up,['Me First and the Gimme Gimmes'],1,1,0.511,0.899,11,-5.723,0,0.0686,0.000665,0.00012,0.0573,0.562,101.928,179173,4
0xOZTzwpERp1jrRk9Qly3Q,One Red Thread,['Blind Pilot'],45,1,0.504,0.339,2,-13.007,1,0.0325,0.812,0.00075,0.083,0.288,97.859,271000,4
5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,['Mac Miller'],69,1,0.69,0.462,8,-8.054,1,0.13,0.343,0.00218,0.113,0.325,157.655,245640,4
39NDBdU5Xkm5pCFGa5kZtI,Ladders,['Mac Miller'],71,1,0.802,0.463,8,-8.379,1,0.162,0.236,0.00531,0.105,0.291,103.961,287040,4
42NB7w0tDCag0mQpCtZe7Y,Home,['Medasin'],55,1,0.66,0.45,4,-11.011,1,0.0451,0.839,0.714,0.374,0.242,145.011,194547,4
0u74chsSgmcIyhhOqTrEyV,Leaving Earth 2,['Medasin'],50,1,0.479,0.423,5,-14.568,0,0.0674,0.757,0.776,0.0672,0.0696,68.345,193413,4
0l27vyqABwOxnsGA1m6Hu6,Between the Devil and the Deep Blue Sea,['The Arcs'],38,1,0.53,0.543,1,-9.005,1,0.0261,0.384,0.888,0.325,0.521,74.68,190373,4
7j4G2lqrTZdDlHgR27A9r3,On the Nature of Daylight,['Max Richter'],48,1,0.174,0.336,10,-12.79,0,0.0394,0.139,0.846,0.11,0.0333,84.734,371747,3
6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),"['NAV', 'Travis Scott']",73,1,0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005,195053,4
04KTF78FFg8sOHC1BADqbY,Hot In Herre,['Nelly'],69,1,0.965,0.736,9,-5.005,0,0.144,0.218,0.0,0.0595,0.921,107.07,228227,4
1LeWIs2hP2r5yOQnVuYoI5,Ain't No Mountain High Enough,"['Marvin Gaye', 'Tammi Terrell']",15,1,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4
2RUhtNBh43RtSg0WBPPq3m,Naive,['The Kooks'],59,1,0.547,0.816,8,-6.165,0,0.0624,0.0688,0.0,0.127,0.722,102.765,203507,4
3td69vL9Py7Ai9wfXYnvji,When You Die,['MGMT'],62,1,0.645,0.938,11,-4.557,0,0.0391,0.0946,0.0226,0.159,0.495,140.886,263880,4
2ONpXycQzFmWiutUm7vpIC,Hell of a Season,['The Black Keys'],49,1,0.594,0.814,2,-6.007,1,0.0391,0.00992,0.000447,0.577,0.297,152.936,225013,4
7ygO2E3yfwZVYbzaPdGzed,Guru,['Coast Modern'],57,1,0.76,0.701,3,-6.393,1,0.042,0.232,0.00295,0.07,0.81,140.023,204467,4
4MzGM692jKGkNSQ7qzeTaJ,Fever,['The Black Keys'],53,1,0.609,0.674,9,-6.506,0,0.0355,0.00378,0.000302,0.129,0.743,127.541,246307,4
0OPOIKHmhjHlVI10UsGLf4,"Coronus, the Terminator",['Flying Lotus'],19,1,0.438,0.529,2,-6.158,0,0.0355,0.19,0.0474,0.138,0.294,79.929,160136,4
72TyiiduRmczEbDIEtKQdR,Wasted Times,['The Weeknd'],45,1,0.562,0.674,10,-6.049,0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,220293,4
6WK7h2WfMmnX7zOZnfzoYo,I Like It - Dillon Francis Remix,"['Cardi B', 'Bad Bunny', 'J Balvin', 'Dillon Francis']",59,1,0.731,0.854,5,-4.635,0,0.149,0.00256,1.49e-05,0.386,0.651,150.163,219200,4
57kR5SniQIbsbVoIjjOUDa,You Know You Like It,"['DJ Snake', 'AlunaGeorge']",68,1,0.426,0.722,5,-5.369,0,0.196,0.0113,1.27e-06,0.262,0.25,196.133,247267,4
67awxiNHNyjMXhVgsHuIrs,Turn Down for What,"['DJ Snake', 'Lil Jon']",68,1,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4
5wldXGLEOoRXxMWJ8rIUWE,Lean On,"['Major Lazer', 'MØ', 'DJ Snake']",64,1,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
0g5EKLgdKvNlln7TNqBByK,Middle,"['DJ Snake', 'Bipolar Sunshine']",74,1,0.586,0.701,1,-5.326,0,0.0416,0.0203,0.0,0.055,0.254,104.957,220573,4
4tTzdneIuunKksESB71cws,Play Me Like a Violin,['Stephen'],20,1,0.422,0.683,9,-5.467,1,0.184,0.658,0.0,0.122,0.608,160.024,232176,4
7nzsY8vlnKdvGOEE0rjAXZ,Arabella,['Arctic Monkeys'],69,1,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-06,0.212,0.506,179.949,207357,4
36Pim2ANczp82lCWIb8GHy,Africa,['Weezer'],18,1,0.5,0.77,8,-5.059,1,0.0432,0.238,0.00636,0.104,0.633,92.223,238148,4
1W2TYUenzUdOOuATtQIWS2,Particles,['Nothing But Thieves'],55,1,0.515,0.558,11,-5.155,0,0.0405,0.00208,0.0,0.219,0.198,153.809,235880,4
265Tszg4mDqj1b6I0xJrXJ,Here's To Now,['Ugly Casanova'],37,1,0.767,0.404,6,-7.853,0,0.0602,0.697,0.000243,0.0878,0.508,91.989,171707,4
3Khizgd763J4s63Gcv6D9u,Barnacles,['Ugly Casanova'],37,1,0.564,0.426,7,-9.697,1,0.0391,0.541,0.00168,0.217,0.624,162.906,305280,4
0ruRKluDoSQQJfHGxBifWs,Them Shoes,['Patrick Sweany'],47,1,0.403,0.394,0,-8.368,1,0.0257,0.426,0.0133,0.135,0.471,81.675,348707,4
1SbqxemPdwGlvmirtQVkCU,Summit (feat. Ellie Goulding),"['Skrillex', 'Ellie Goulding']",55,1,0.692,0.773,6,-3.739,1,0.0359,0.226,0.0104,0.108,0.486,139.989,373987,4
1fBO9S4vo5cfCfRK1Ofaxa,The Good Times Are Killing Me,['Modest Mouse'],47,1,0.691,0.551,5,-8.984,1,0.0389,0.386,0.00115,0.223,0.654,93.979,256800,4
5ZOtbDA7swKSmzN0jFmy6S,No Trouble,['Hippie Sabotage'],33,1,0.419,0.249,0,-16.836,0,0.0629,0.55,0.874,0.108,0.236,119.87,167907,4
1dWzclE8aPYxS9s3IOk4Kr,We Dem Boyz - Louis Futon Remix,"['Wiz Khalifa', 'Louis Futon']",16,1,0.53,0.621,11,-10.774,1,0.151,0.0209,0.00741,0.496,0.348,134.969,259500,4
7yCw7WbWOIRYe7z2aRjAaA,"III. Telegraph Ave. (""Oakland"" by Lloyd)",['Childish Gambino'],7,1,0.516,0.718,5,-8.571,0,0.257,0.15,0.0163,0.167,0.588,129.857,210680,4
